feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,target
f1288,f20,f3679,f41071,f524,f60,item38,item39,item37
f1288,f20,f3679,f41071,f524,f60,item37,item38,item37
f1288,f20,f3679,f41071,f524,f60,item37,item37,item38
f1288,f20,f3679,f41071,f524,f60,item38,item37,item20
f1288,f20,f3679,f41071,f524,f60,item20,item38,item20
f1288,f20,f3679,f41071,f524,f60,item20,item20,item21
f1288,f20,f3679,f41071,f524,f60,item21,item20,item21
f1288,f20,f3679,f41071,f524,f60,item21,item21,item37
f1288,f20,f3679,f41071,f524,f60,item37,item21,item136
f1288,f20,f3679,f41071,f524,f60,item136,item37,item42
f1288,f20,f3679,f41071,f524,f60,item42,item136,item136
f1288,f20,f3679,f41071,f524,f60,item136,item42,item42
f1288,f20,f3679,f41071,f524,f60,item42,item136,item42
f1288,f20,f3679,f41071,f524,f60,item42,item42,item42
f1288,f20,f3679,f41071,f524,f60,item42,item42,item3
f1288,f20,f3679,f41071,f524,f60,item3,item42,item136
f1288,f20,f3679,f41071,f524,f60,item136,item3,item37
f1288,f20,f3679,f41071,f524,f60,item37,item136,item37
f1288,f20,f3679,f41071,f524,f60,item37,item37,item95
f1288,f20,f3679,f41071,f524,f60,item95,item37,item58
f1288,f20,f3679,f41071,f524,f60,item58,item95,item58
f1288,f20,f3679,f41071,f524,f60,item58,item58,item57
f1288,f20,f3679,f41071,f524,f60,item57,item58,item58
f1288,f20,f3679,f41071,f524,f60,item58,item57,item95
f1288,f20,f3679,f41071,f524,f60,item95,item58,item149
f1288,f20,f3679,f41071,f524,f60,item149,item95,item58
f1288,f20,f3679,f41071,f524,f60,item58,item149,item135
f1288,f20,f3679,f41071,f524,f60,item135,item58,item156
f1288,f20,f3679,f41071,f524,f60,item156,item135,item143
f1288,f20,f3679,f41071,f524,f60,item143,item156,item58
f1288,f20,f3679,f41071,f524,f60,item58,item143,item138
f1288,f20,f3679,f41071,f524,f60,item138,item58,item156
f1288,f20,f3679,f41071,f524,f60,item156,item138,item58
f1288,f20,f3679,f41071,f524,f60,item58,item156,item78
f1288,f20,f3679,f41071,f524,f60,item78,item58,item78
f1288,f20,f3679,f41071,f524,f60,item78,item78,item152
f1288,f20,f3679,f41071,f524,f60,item152,item78,item82
f1288,f20,f3679,f41071,f524,f60,item82,item152,item137
f1288,f20,f3679,f41071,f524,f60,item137,item82,item71
f1288,f20,f3679,f41071,f524,f60,item71,item137,item91
f1288,f20,f3679,f41071,f524,f60,item91,item71,item71
f1288,f20,f3679,f41071,f524,f60,item71,item91,item70
f1288,f20,f3679,f41071,f524,f60,item70,item71,item139
f1288,f20,f3679,f41071,f524,f60,item139,item70,item71
f1288,f20,f3679,f41071,f524,f60,item71,item139,item155
f1288,f20,f3679,f41071,f524,f60,item155,item71,item77
f1288,f20,f3679,f41071,f524,f60,item77,item155,item76
f1288,f20,f3679,f41071,f524,f60,item76,item77,item152
f1288,f20,f3679,f41071,f524,f60,item152,item76,item58
f1288,f20,f3679,f41071,f524,f60,item58,item152,item52
f1288,f20,f3679,f41071,f524,f60,item52,item58,item27
f1288,f20,f3679,f41071,f524,f60,item27,item52,item141
f1288,f20,f3679,f41071,f524,f60,item141,item27,item37
f1288,f20,f3679,f41071,f524,f60,item37,item141,item51
f1288,f20,f3679,f41071,f524,f60,item51,item37,item52
f1288,f20,f3679,f41071,f524,f60,item52,item51,item141
f1288,f20,f3679,f41071,f524,f60,item141,item52,item27
f1288,f20,f3679,f41071,f524,f60,item27,item141,item51
f1288,f20,f3679,f41071,f524,f60,item51,item27,item37
f1288,f20,f3679,f41071,f524,f60,item37,item51,item97
f1288,f20,f3679,f41071,f524,f60,item97,item37,item51
f1288,f20,f3679,f41071,f524,f60,item51,item97,item99
f1288,f20,f3679,f41071,f524,f60,item99,item51,item100
f1288,f20,f3679,f41071,f524,f60,item100,item99,item98
f1288,f20,f3679,f41071,f524,f60,item98,item100,item51
f1288,f20,f3679,f41071,f524,f60,item51,item98,item51
f1288,f20,f3679,f41071,f524,f60,item51,item51,item101
f1288,f20,f3679,f41071,f524,f60,item101,item51,item34
f1288,f20,f3679,f41071,f524,f60,item34,item101,item92
f1288,f20,f3679,f41071,f524,f60,item92,item34,item131
f1288,f20,f3679,f41071,f524,f60,item131,item92,item92
f1288,f20,f3679,f41071,f524,f60,item92,item131,item18
f1288,f20,f3679,f41071,f524,f60,item18,item92,item28
f1288,f20,f3679,f41071,f524,f60,item28,item18,item27
f1288,f20,f3679,f41071,f524,f60,item27,item28,item34
f1288,f20,f3679,f41071,f524,f60,item34,item27,item51
f1288,f20,f3679,f41071,f524,f60,item51,item34,item66
f1288,f20,f3679,f41071,f524,f60,item66,item51,item66
f1288,f20,f3679,f41071,f524,f60,item66,item66,item30
f1288,f20,f3679,f41071,f524,f60,item30,item66,item66
f1288,f20,f3679,f41071,f524,f60,item66,item30,item105
f1288,f20,f3679,f41071,f524,f60,item105,item66,item66
f1288,f20,f3679,f41071,f524,f60,item66,item105,item30
f1288,f20,f3679,f41071,f524,f60,item30,item66,item31
f1288,f20,f3679,f41071,f524,f60,item31,item30,item66
f1288,f20,f3679,f41071,f524,f60,item66,item31,item65
f1288,f20,f3679,f41071,f524,f60,item65,item66,item8
f1288,f20,f3679,f41071,f524,f60,item8,item65,item66
f1288,f20,f3679,f41071,f524,f60,item66,item8,item66
f1288,f20,f3679,f41071,f524,f60,item66,item66,item105
f1288,f20,f3679,f41071,f524,f60,item105,item66,item66
f1288,f20,f3679,f41071,f524,f60,item66,item105,item31
f1288,f20,f3679,f41071,f524,f60,item31,item66,item66
f1288,f20,f3679,f41071,f524,f60,item66,item31,item30
f1288,f20,f3679,f41071,f524,f60,item30,item66,item110
f1288,f20,f3679,f41071,f524,f60,item110,item30,item30
f1288,f20,f3679,f41071,f524,f60,item30,item110,item110
f1288,f20,f3679,f41071,f524,f60,item110,item30,item66
f1288,f20,f3679,f41071,f524,f60,item66,item110,item128
f1288,f20,f3679,f41071,f524,f60,item128,item66,item130
f1288,f20,f3679,f41071,f524,f60,item130,item128,item128
f1288,f20,f3679,f41071,f524,f60,item128,item130,item32
f1288,f20,f3679,f41071,f524,f60,item32,item128,item133
f1288,f20,f3679,f41071,f524,f60,item133,item32,item32
f1288,f20,f3679,f41071,f524,f60,item32,item133,item7
f1288,f20,f3679,f41071,f524,f60,item7,item32,item6
f1288,f20,f3679,f41071,f524,f60,item6,item7,item7
f1288,f20,f3679,f41071,f524,f60,item7,item6,item26
f1288,f20,f3679,f41071,f524,f60,item26,item7,item37
f1288,f20,f3679,f41071,f524,f60,item37,item26,item107
f1288,f20,f3679,f41071,f524,f60,item107,item37,item107
f1289,f259,f3680,f41072,f512,f60,item0,item0,item42
f1289,f259,f3680,f41072,f512,f60,item42,item0,item37
f1289,f259,f3680,f41072,f512,f60,item37,item42,item48
f1289,f259,f3680,f41072,f512,f60,item48,item37,item5
f1289,f259,f3680,f41072,f512,f60,item5,item48,item59
f1289,f259,f3680,f41072,f512,f60,item59,item5,item3
f1289,f259,f3680,f41072,f512,f60,item3,item59,item47
f1289,f259,f3680,f41072,f512,f60,item47,item3,item26
f1289,f259,f3680,f41072,f512,f60,item26,item47,item61
f1289,f259,f3680,f41072,f512,f60,item61,item26,item5
f1176,f20,f3681,f41073,f5159,f60,item0,item0,item37
f1176,f20,f3681,f41073,f5159,f60,item37,item0,item13
f1176,f20,f3681,f41073,f5159,f60,item13,item37,item37
f1176,f20,f3681,f41073,f5159,f60,item37,item13,item13
f1176,f20,f3681,f41073,f5159,f60,item13,item37,item26
f1176,f20,f3681,f41073,f5159,f60,item26,item13,item36
f1176,f20,f3681,f41073,f5159,f60,item36,item26,item36
f1176,f20,f3681,f41073,f5159,f60,item36,item36,item26
f1176,f20,f3681,f41073,f5159,f60,item26,item36,item54
f1176,f20,f3681,f41073,f5159,f60,item54,item26,item52
f1176,f20,f3681,f41073,f5159,f60,item52,item54,item153
f1176,f20,f3681,f41073,f5159,f60,item153,item52,item54
f1176,f20,f3681,f41073,f5159,f60,item54,item153,item54
f1176,f20,f3681,f41073,f5159,f60,item54,item54,item154
f1176,f20,f3681,f41073,f5159,f60,item154,item54,item54
f1176,f20,f3681,f41073,f5159,f60,item54,item154,item54
f1176,f20,f3681,f41073,f5159,f60,item54,item54,item55
f1176,f20,f3681,f41073,f5159,f60,item55,item54,item55
f1176,f20,f3681,f41073,f5159,f60,item55,item55,item54
f1290,f20,f3682,f41074,f5461,f60,item0,item0,item47
f1290,f20,f3682,f41074,f5461,f60,item47,item0,item102
f1290,f20,f3682,f41074,f5461,f60,item102,item47,item27
f1290,f20,f3682,f41074,f5461,f60,item27,item102,item28
f1290,f20,f3682,f41074,f5461,f60,item28,item27,item27
f1290,f20,f3682,f41074,f5461,f60,item27,item28,item28
f1290,f20,f3682,f41074,f5461,f60,item28,item27,item27
f1290,f20,f3682,f41074,f5461,f60,item27,item28,item27
f1290,f20,f3682,f41074,f5461,f60,item27,item27,item28
f1290,f20,f3682,f41074,f5461,f60,item28,item27,item104
f1290,f20,f3682,f41074,f5461,f60,item104,item28,item64
f1290,f20,f3682,f41074,f5461,f60,item64,item104,item42
f1290,f20,f3682,f41074,f5461,f60,item42,item64,item110
f1290,f20,f3682,f41074,f5461,f60,item110,item42,item27
f113,f20,f3629,f41075,f5182,f60,item0,item0,item71
f113,f20,f3629,f41075,f5182,f60,item71,item0,item71
f113,f20,f3629,f41075,f5182,f60,item71,item71,item90
f113,f20,f3629,f41075,f5182,f60,item90,item71,item77
f113,f20,f3629,f41075,f5182,f60,item77,item90,item71
f113,f20,f3629,f41075,f5182,f60,item71,item77,item37
f113,f20,f3629,f41075,f5182,f60,item37,item71,item90
f113,f20,f3629,f41075,f5182,f60,item90,item37,item71
f113,f20,f3629,f41075,f5182,f60,item71,item90,item27
f113,f20,f3629,f41075,f5182,f60,item27,item71,item28
f113,f20,f3629,f41075,f5182,f60,item28,item27,item27
f113,f20,f3629,f41075,f5182,f60,item27,item28,item28
f113,f20,f3629,f41075,f5182,f60,item28,item27,item27
f113,f20,f3629,f41075,f5182,f60,item27,item28,item29
f113,f20,f3629,f41075,f5182,f60,item29,item27,item78
f113,f20,f3629,f41075,f5182,f60,item78,item29,item78
f113,f20,f3629,f41075,f5182,f60,item78,item78,item137
f123,f20,f3101,f41076,f5278,f60,item0,item0,item25
f123,f20,f3101,f41076,f5278,f60,item25,item0,item16
f123,f20,f3101,f41076,f5278,f60,item16,item25,item16
f123,f20,f3101,f41076,f5278,f60,item16,item16,item40
f123,f20,f3101,f41076,f5278,f60,item40,item16,item16
f123,f20,f3101,f41076,f5278,f60,item16,item40,item16
f123,f20,f3101,f41076,f5278,f60,item16,item16,item37
f123,f20,f3101,f41076,f5278,f60,item37,item16,item48
f123,f20,f3101,f41076,f5278,f60,item48,item37,item37
f123,f20,f3101,f41076,f5278,f60,item37,item48,item5
f123,f20,f3101,f41076,f5278,f60,item5,item37,item41
f123,f20,f3101,f41076,f5278,f60,item41,item5,item64
f123,f20,f3101,f41076,f5278,f60,item64,item41,item3
f123,f20,f3101,f41076,f5278,f60,item3,item64,item20
f123,f20,f3101,f41076,f5278,f60,item20,item3,item20
f123,f20,f3101,f41076,f5278,f60,item20,item20,item21
f123,f20,f3101,f41076,f5278,f60,item21,item20,item3
f123,f20,f3101,f41076,f5278,f60,item3,item21,item17
f123,f20,f3101,f41076,f5278,f60,item17,item3,item15
f123,f20,f3101,f41076,f5278,f60,item15,item17,item31
f123,f20,f3101,f41076,f5278,f60,item31,item15,item30
f123,f20,f3101,f41076,f5278,f60,item30,item31,item36
f123,f20,f3101,f41076,f5278,f60,item36,item30,item133
f123,f20,f3101,f41076,f5278,f60,item133,item36,item66
f123,f20,f3101,f41076,f5278,f60,item66,item133,item36
f123,f20,f3101,f41076,f5278,f60,item36,item66,item175
f123,f20,f3101,f41076,f5278,f60,item175,item36,item154
f123,f20,f3101,f41076,f5278,f60,item154,item175,item54
f123,f20,f3101,f41076,f5278,f60,item54,item154,item162
f123,f20,f3101,f41076,f5278,f60,item162,item54,item52
f123,f20,f3101,f41076,f5278,f60,item52,item162,item51
f123,f20,f3101,f41076,f5278,f60,item51,item52,item97
f123,f20,f3101,f41076,f5278,f60,item97,item51,item141
f123,f20,f3101,f41076,f5278,f60,item141,item97,item145
f123,f20,f3101,f41076,f5278,f60,item145,item141,item52
f123,f20,f3101,f41076,f5278,f60,item52,item145,item92
f123,f20,f3101,f41076,f5278,f60,item92,item52,item18
f123,f20,f3101,f41076,f5278,f60,item18,item92,item103
f123,f20,f3101,f41076,f5278,f60,item103,item18,item66
f123,f20,f3101,f41076,f5278,f60,item66,item103,item41
f123,f20,f3101,f41076,f5278,f60,item41,item66,item18
f123,f20,f3101,f41076,f5278,f60,item18,item41,item65
f123,f20,f3101,f41076,f5278,f60,item65,item18,item66
f123,f20,f3101,f41076,f5278,f60,item66,item65,item20
f123,f20,f3101,f41076,f5278,f60,item20,item66,item33
f123,f20,f3101,f41076,f5278,f60,item33,item20,item30
f123,f20,f3101,f41076,f5278,f60,item30,item33,item66
f123,f20,f3101,f41076,f5278,f60,item66,item30,item1
f123,f20,f3101,f41076,f5278,f60,item1,item66,item2
f123,f20,f3101,f41076,f5278,f60,item2,item1,item31
f1204,f20,f3390,f41077,f525,f60,item0,item0,item121
f113,f214,f3105,f412,f512,f60,item0,item0,item17
f113,f214,f3105,f412,f512,f60,item17,item0,item17
f113,f214,f3105,f412,f512,f60,item17,item17,item17
f1117,f20,f3187,f41078,f5462,f60,item0,item0,item18
f1117,f20,f3187,f41078,f5462,f60,item18,item0,item61
f1102,f20,f3173,f41079,f5139,f60,item0,item0,item113
f1102,f20,f3173,f41079,f5139,f60,item113,item0,item123
f1102,f20,f3173,f41079,f5139,f60,item123,item113,item119
f1102,f20,f3173,f41079,f5139,f60,item119,item123,item123
f1102,f20,f3173,f41079,f5139,f60,item123,item119,item119
f1102,f20,f3173,f41079,f5139,f60,item119,item123,item119
f1102,f20,f3173,f41079,f5139,f60,item119,item119,item113
f1102,f20,f3173,f41079,f5139,f60,item113,item119,item113
f1102,f20,f3173,f41079,f5139,f60,item113,item113,item146
f1102,f20,f3173,f41079,f5139,f60,item146,item113,item165
f1102,f20,f3173,f41079,f5139,f60,item165,item146,item146
f1102,f20,f3173,f41079,f5139,f60,item146,item165,item123
f145,f28,f360,f461,f555,f60,item0,item0,item47
f145,f28,f360,f461,f555,f60,item47,item0,item41
f1185,f20,f3683,f41080,f5463,f60,item0,item0,item21
f132,f20,f3419,f41081,f5324,f60,item0,item0,item95
f132,f20,f341,f41082,f538,f60,item0,item0,item95
f132,f20,f341,f41082,f538,f60,item95,item0,item126
f144,f20,f359,f41083,f554,f60,item0,item0,item95
f148,f20,f3530,f41084,f558,f60,item0,item0,item17
f14,f20,f3516,f41085,f5378,f60,item0,item0,item35
f14,f20,f3516,f41085,f5378,f60,item35,item0,item3
f14,f20,f3516,f41085,f5378,f60,item3,item35,item26
f14,f20,f3516,f41085,f5378,f60,item26,item3,item3
f14,f20,f3516,f41085,f5378,f60,item3,item26,item42
f14,f20,f3516,f41085,f5378,f60,item42,item3,item3
f14,f20,f3516,f41085,f5378,f60,item3,item42,item136
f14,f20,f3516,f41085,f5378,f60,item136,item3,item45
f14,f20,f3516,f41085,f5378,f60,item45,item136,item3
f14,f20,f3516,f41085,f5378,f60,item3,item45,item3
f14,f20,f3516,f41085,f5378,f60,item3,item3,item66
f14,f20,f3516,f41085,f5378,f60,item66,item3,item7
f14,f20,f3516,f41085,f5378,f60,item7,item66,item6
f14,f20,f3516,f41085,f5378,f60,item6,item7,item6
f14,f20,f3516,f41085,f5378,f60,item6,item6,item4
f14,f20,f3516,f41085,f5378,f60,item4,item6,item7
f14,f20,f3516,f41085,f5378,f60,item7,item4,item35
f14,f20,f3516,f41085,f5378,f60,item35,item7,item3
f14,f20,f3516,f41085,f5378,f60,item3,item35,item4
f14,f20,f3516,f41085,f5378,f60,item4,item3,item7
f14,f269,f3516,f41086,f512,f60,item0,item0,item41
f14,f269,f3516,f41086,f512,f60,item41,item0,item4
f14,f269,f3516,f41086,f512,f60,item4,item41,item7
f14,f269,f3516,f41086,f512,f60,item7,item4,item118
f123,f20,f336,f41087,f5148,f60,item0,item0,item2
f123,f20,f336,f41087,f5148,f60,item2,item0,item88
f123,f20,f336,f41087,f5148,f60,item88,item2,item43
f123,f20,f336,f41087,f5148,f60,item43,item88,item7
f123,f20,f336,f41087,f5148,f60,item7,item43,item43
f123,f20,f336,f41087,f5148,f60,item43,item7,item7
f111,f20,f3457,f41088,f5350,f60,item0,item0,item37
f111,f20,f3457,f41088,f5350,f60,item37,item0,item48
f111,f20,f3457,f41088,f5350,f60,item48,item37,item37
f111,f20,f3457,f41088,f5350,f60,item37,item48,item48
f111,f20,f3457,f41088,f5350,f60,item48,item37,item48
f111,f20,f3457,f41088,f5350,f60,item48,item48,item37
f111,f20,f3457,f41088,f5350,f60,item37,item48,item52
f111,f20,f3457,f41088,f5350,f60,item52,item37,item133
f111,f20,f3457,f41088,f5350,f60,item133,item52,item133
f113,f20,f3656,f41089,f5449,f60,item0,item0,item21
f113,f20,f3656,f41089,f5449,f60,item21,item0,item51
f113,f20,f3656,f41089,f5449,f60,item51,item21,item51
f113,f20,f3656,f41089,f5449,f60,item51,item51,item71
f113,f20,f3656,f41089,f5449,f60,item71,item51,item71
f113,f20,f3656,f41089,f5449,f60,item71,item71,item71
f113,f20,f3656,f41089,f5449,f60,item71,item71,item90
f113,f20,f3656,f41089,f5449,f60,item90,item71,item78
f113,f20,f3656,f41089,f5449,f60,item78,item90,item51
f113,f20,f3656,f41089,f5449,f60,item51,item78,item97
f113,f20,f3656,f41089,f5449,f60,item97,item51,item97
f113,f20,f3656,f41089,f5449,f60,item97,item97,item99
f113,f20,f3656,f41089,f5449,f60,item99,item97,item97
f113,f20,f3656,f41089,f5449,f60,item97,item99,item51
f113,f20,f3656,f41089,f5449,f60,item51,item97,item99
f113,f20,f3656,f41089,f5449,f60,item99,item51,item78
f113,f20,f3656,f41089,f5449,f60,item78,item99,item98
f113,f20,f3656,f41089,f5449,f60,item98,item78,item51
f113,f20,f3656,f41089,f5449,f60,item51,item98,item97
f113,f20,f3656,f41089,f5449,f60,item97,item51,item52
f113,f20,f3656,f41089,f5449,f60,item52,item97,item51
f113,f20,f3656,f41089,f5449,f60,item51,item52,item97
f113,f20,f3656,f41089,f5449,f60,item97,item51,item97
f113,f20,f3656,f41089,f5449,f60,item97,item97,item51
f113,f20,f3630,f41090,f5196,f60,item0,item0,item71
f113,f20,f3630,f41090,f5196,f60,item71,item0,item71
f113,f20,f3630,f41090,f5196,f60,item71,item71,item73
f113,f20,f3630,f41090,f5196,f60,item73,item71,item71
f113,f20,f3630,f41090,f5196,f60,item71,item73,item71
f113,f20,f3630,f41090,f5196,f60,item71,item71,item132
f113,f20,f3630,f41090,f5196,f60,item132,item71,item71
f113,f20,f3630,f41090,f5196,f60,item71,item132,item90
f113,f20,f3630,f41090,f5196,f60,item90,item71,item71
f113,f20,f3630,f41090,f5196,f60,item71,item90,item78
f113,f20,f3630,f41090,f5196,f60,item78,item71,item78
f113,f20,f3630,f41090,f5196,f60,item78,item78,item82
f113,f20,f3630,f41090,f5196,f60,item82,item78,item78
f143,f20,f3116,f41091,f596,f60,item0,item0,item17
f1159,f20,f3284,f41092,f5236,f60,item0,item0,item78
f1159,f20,f3284,f41092,f5236,f60,item78,item0,item137
f1159,f20,f3284,f41092,f5236,f60,item137,item78,item82
f1159,f20,f3284,f41092,f5236,f60,item82,item137,item137
f1159,f20,f3284,f41092,f5236,f60,item137,item82,item78
f1159,f20,f3284,f41092,f5236,f60,item78,item137,item71
f1159,f20,f3284,f41092,f5236,f60,item71,item78,item73
f1159,f20,f3284,f41092,f5236,f60,item73,item71,item77
f1159,f20,f3284,f41092,f5236,f60,item77,item73,item71
f1159,f20,f3284,f41092,f5236,f60,item71,item77,item71
f1159,f20,f3284,f41092,f5236,f60,item71,item71,item71
f1159,f20,f3284,f41092,f5236,f60,item71,item71,item73
f1184,f20,f3684,f41093,f5464,f60,item0,item0,item41
f1184,f20,f3684,f41093,f5464,f60,item41,item0,item36
f1184,f20,f3684,f41093,f5464,f60,item36,item41,item36
f1184,f20,f3684,f41093,f5464,f60,item36,item36,item36
f12,f20,f351,f41094,f547,f60,item0,item0,item16
f12,f20,f351,f41094,f547,f60,item16,item0,item40
f12,f20,f351,f41094,f547,f60,item40,item16,item16
f12,f20,f351,f41094,f547,f60,item16,item40,item16
f12,f20,f351,f41094,f547,f60,item16,item16,item40
f12,f20,f351,f41094,f547,f60,item40,item16,item16
f12,f20,f351,f41094,f547,f60,item16,item40,item40
f12,f20,f351,f41094,f547,f60,item40,item16,item27
f12,f20,f351,f41094,f547,f60,item27,item40,item29
f12,f20,f351,f41094,f547,f60,item29,item27,item27
f12,f20,f351,f41094,f547,f60,item27,item29,item27
f12,f20,f351,f41094,f547,f60,item27,item27,item27
f12,f20,f351,f41094,f547,f60,item27,item27,item30
f1150,f20,f3261,f41095,f5212,f60,item0,item0,item5
f1150,f20,f3261,f41095,f5212,f60,item5,item0,item47
f1150,f20,f3261,f41095,f5212,f60,item47,item5,item102
f1150,f20,f3261,f41095,f5212,f60,item102,item47,item47
f1291,f20,f3685,f41096,f549,f60,item0,item0,item16
f1291,f20,f3685,f41096,f549,f60,item16,item0,item17
f1291,f20,f3685,f41096,f549,f60,item17,item16,item47
f1291,f20,f3685,f41096,f549,f60,item47,item17,item6
f1291,f20,f3685,f41096,f549,f60,item6,item47,item7
f1291,f20,f3685,f41096,f549,f60,item7,item6,item48
f1291,f20,f3685,f41096,f549,f60,item48,item7,item37
f1291,f20,f3685,f41096,f549,f60,item37,item48,item48
f1291,f20,f3685,f41096,f549,f60,item48,item37,item37
f1291,f20,f3685,f41096,f549,f60,item37,item48,item37
f1291,f20,f3685,f41096,f549,f60,item37,item37,item48
f1291,f20,f3685,f41096,f549,f60,item48,item37,item48
f1291,f20,f3685,f41096,f549,f60,item48,item48,item37
f1291,f20,f3685,f41096,f549,f60,item37,item48,item37
f1291,f20,f3685,f41096,f549,f60,item37,item37,item37
f1291,f20,f3685,f41096,f549,f60,item37,item37,item48
f1291,f20,f3685,f41096,f549,f60,item48,item37,item37
f1291,f20,f3685,f41096,f549,f60,item37,item48,item95
f1291,f20,f3685,f41096,f549,f60,item95,item37,item147
f1291,f20,f3685,f41096,f549,f60,item147,item95,item178
f1291,f20,f3685,f41096,f549,f60,item178,item147,item147
f1291,f20,f3685,f41096,f549,f60,item147,item178,item51
f1291,f20,f3685,f41096,f549,f60,item51,item147,item25
f1291,f20,f3685,f41096,f549,f60,item25,item51,item25
f1291,f20,f3685,f41096,f549,f60,item25,item25,item52
f1291,f20,f3685,f41096,f549,f60,item52,item25,item52
f1292,f20,f3686,f41097,f5311,f60,item0,item0,item5
f1292,f20,f3686,f41097,f5311,f60,item5,item0,item15
f1292,f20,f3686,f41097,f5311,f60,item15,item5,item18
f1292,f20,f3686,f41097,f5311,f60,item18,item15,item15
f1153,f20,f3687,f41098,f5465,f60,item0,item0,item15
f1153,f20,f3687,f41098,f5465,f60,item15,item0,item15
f1153,f20,f3687,f41098,f5465,f60,item15,item15,item15
f1153,f20,f3687,f41098,f5465,f60,item15,item15,item15
f198,f20,f3154,f41099,f5127,f60,item0,item0,item21
f1191,f20,f3367,f41100,f5294,f60,item0,item0,item16
f1293,f20,f3688,f41101,f5466,f60,item0,item0,item11
f136,f20,f3449,f41102,f5282,f60,item0,item0,item3
f136,f20,f3449,f41102,f5282,f60,item3,item0,item13
f136,f20,f3449,f41102,f5282,f60,item13,item3,item16
f136,f20,f3449,f41102,f5282,f60,item16,item13,item40
f136,f20,f3449,f41102,f5282,f60,item40,item16,item41
f136,f20,f3449,f41102,f5282,f60,item41,item40,item40
f136,f20,f3449,f41102,f5282,f60,item40,item41,item5
f136,f20,f3449,f41102,f5282,f60,item5,item40,item5
f136,f20,f3449,f41102,f5282,f60,item5,item5,item64
f136,f20,f3449,f41102,f5282,f60,item64,item5,item3
f136,f20,f3449,f41102,f5282,f60,item3,item64,item3
f136,f20,f3449,f41102,f5282,f60,item3,item3,item3
f136,f20,f3449,f41102,f5282,f60,item3,item3,item64
f136,f20,f3449,f41102,f5282,f60,item64,item3,item64
f136,f20,f3449,f41102,f5282,f60,item64,item64,item3
f136,f20,f3449,f41102,f5282,f60,item3,item64,item61
f136,f20,f3449,f41102,f5282,f60,item61,item3,item5
f136,f20,f3449,f41102,f5282,f60,item5,item61,item5
f136,f20,f3449,f41102,f5282,f60,item5,item5,item5
f136,f20,f3449,f41102,f5282,f60,item5,item5,item41
f136,f20,f3449,f41102,f5282,f60,item41,item5,item16
f136,f20,f3449,f41102,f5282,f60,item16,item41,item122
f136,f20,f3449,f41102,f5282,f60,item122,item16,item14
f136,f20,f3449,f41102,f5282,f60,item14,item122,item14
f136,f20,f3449,f41102,f5282,f60,item14,item14,item123
f136,f20,f3449,f41102,f5282,f60,item123,item14,item2
f136,f20,f3449,f41102,f5282,f60,item2,item123,item122
f136,f20,f3449,f41102,f5282,f60,item122,item2,item47
f136,f20,f3449,f41102,f5282,f60,item47,item122,item35
f136,f20,f3449,f41102,f5282,f60,item35,item47,item122
f136,f20,f3449,f41102,f5282,f60,item122,item35,item14
f136,f20,f3449,f41102,f5282,f60,item14,item122,item158
f136,f20,f3449,f41102,f5282,f60,item158,item14,item14
f136,f20,f3449,f41102,f5282,f60,item14,item158,item123
f136,f20,f3449,f41102,f5282,f60,item123,item14,item14
f136,f20,f3449,f41102,f5282,f60,item14,item123,item123
f136,f20,f3449,f41102,f5282,f60,item123,item14,item14
f136,f20,f3449,f41102,f5282,f60,item14,item123,item14
f136,f20,f3449,f41102,f5282,f60,item14,item14,item158
f136,f20,f3449,f41102,f5282,f60,item158,item14,item158
f136,f20,f3449,f41102,f5282,f60,item158,item158,item123
f136,f20,f3449,f41102,f5282,f60,item123,item158,item14
f136,f20,f3449,f41102,f5282,f60,item14,item123,item124
f136,f20,f3449,f41102,f5282,f60,item124,item14,item50
f136,f20,f3449,f41102,f5282,f60,item50,item124,item50
f136,f20,f3449,f41102,f5282,f60,item50,item50,item49
f136,f20,f3449,f41102,f5282,f60,item49,item50,item124
f136,f20,f3449,f41102,f5282,f60,item124,item49,item50
f136,f20,f3449,f41102,f5282,f60,item50,item124,item124
f136,f20,f3449,f41102,f5282,f60,item124,item50,item50
f136,f20,f3449,f41102,f5282,f60,item50,item124,item50
f136,f20,f3449,f41102,f5282,f60,item50,item50,item124
f136,f20,f3449,f41102,f5282,f60,item124,item50,item49
f136,f20,f3449,f41102,f5282,f60,item49,item124,item122
f136,f20,f3449,f41102,f5282,f60,item122,item49,item14
f136,f20,f3449,f41102,f5282,f60,item14,item122,item123
f136,f20,f3449,f41102,f5282,f60,item123,item14,item50
f136,f20,f3449,f41102,f5282,f60,item50,item123,item49
f136,f20,f3449,f41102,f5282,f60,item49,item50,item124
f136,f20,f3449,f41102,f5282,f60,item124,item49,item16
f136,f20,f3449,f41102,f5282,f60,item16,item124,item16
f136,f20,f3449,f41102,f5282,f60,item16,item16,item40
f136,f20,f3449,f41102,f5282,f60,item40,item16,item122
f136,f20,f3449,f41102,f5282,f60,item122,item40,item158
f136,f20,f3449,f41102,f5282,f60,item158,item122,item14
f136,f20,f3449,f41102,f5282,f60,item14,item158,item50
f136,f20,f3449,f41102,f5282,f60,item50,item14,item123
f136,f20,f3449,f41102,f5282,f60,item123,item50,item124
f136,f20,f3449,f41102,f5282,f60,item124,item123,item16
f136,f20,f3449,f41102,f5282,f60,item16,item124,item16
